species,lifeform,longitude,latitude
Azadirachta indica A. Juss.,Tree,-41.26472222,-7.381388889
Azadirachta indica A. Juss.,Tree,-37.96472222,-9.439444444
Azadirachta indica A. Juss.,Tree,-36.63111111,-10.00666667
Azadirachta indica A. Juss.,Tree,-37.08361111,-9.8625
Azadirachta indica A. Juss.,Tree,-36.5225,-9.652222222
Azadirachta indica A. Juss.,Tree,-37.10361111,-9.883611111
Azadirachta indica A. Juss.,Tree,-37.01916667,-9.532777778
Azadirachta indica A. Juss.,Tree,-36.83916667,-10.04222222
Azadirachta indica A. Juss.,Tree,-37.49888889,-9.261388889
Azadirachta indica A. Juss.,Tree,-37.4475,-9.606666667
Azadirachta indica A. Juss.,Tree,-36.6225,-9.67
Azadirachta indica A. Juss.,Tree,-36.86083333,-9.723888889
Azadirachta indica A. Juss.,Tree,-37.91833333,-9.474722222
Azadirachta indica A. Juss.,Tree,-37.14194444,-9.431111111
Azadirachta indica A. Juss.,Tree,-36.82638889,-9.486944444
Azadirachta indica A. Juss.,Tree,-36.6875,-9.908611111
Azadirachta indica A. Juss.,Tree,-36.8825,-9.800555556
Azadirachta indica A. Juss.,Tree,-36.58416667,-9.573055556
Azadirachta indica A. Juss.,Tree,-37.72055556,-9.303333333
Azadirachta indica A. Juss.,Tree,-37.27833333,-9.636666667
Azadirachta indica A. Juss.,Tree,-37.01416667,-9.7475
Azadirachta indica A. Juss.,Tree,-36.75777778,-9.958888889
Azadirachta indica A. Juss.,Tree,-36.99805556,-9.616388889
Azadirachta indica A. Juss.,Tree,-37.5975,-9.032222222
Azadirachta indica A. Juss.,Tree,-37.41638889,-9.24
Azadirachta indica A. Juss.,Tree,-36.99916667,-9.336944444
Azadirachta indica A. Juss.,Tree,-37.24527778,-9.623333333
Azadirachta indica A. Juss.,Tree,-37.25916667,-9.63
Azadirachta indica A. Juss.,Tree,-37.8625,-9.514444444
Azadirachta indica A. Juss.,Tree,-36.79638889,-10.05583333
Azadirachta indica A. Juss.,Tree,-37.26555556,-9.642777778
Azadirachta indica A. Juss.,Tree,-37.35444444,-9.284166667
Azadirachta indica A. Juss.,Tree,-37.37611111,-9.803611111
Azadirachta indica A. Juss.,Tree,-36.58694444,-9.590277778
Azadirachta indica A. Juss.,Tree,-37.32583333,-9.915555556
Azadirachta indica A. Juss.,Tree,-38.01,-9.276666667
Azadirachta indica A. Juss.,Tree,-37.73722222,-9.698055556
Azadirachta indica A. Juss.,Tree,-37.22416667,-9.250277778
Azadirachta indica A. Juss.,Tree,-36.70444444,-10.1125
Azadirachta indica A. Juss.,Tree,-37.45527778,-9.601388889
Azadirachta indica A. Juss.,Tree,-37.48638889,-9.583888889
Azadirachta indica A. Juss.,Tree,-36.82555556,-9.976944444
Azadirachta indica A. Juss.,Tree,-37.80527778,-9.716111111
Azadirachta indica A. Juss.,Tree,-37.84333333,-11.06638889
Azadirachta indica A. Juss.,Tree,-37.78416667,-10.81861111
Azadirachta indica A. Juss.,Tree,-37.26638889,-9.979722222
Azadirachta indica A. Juss.,Tree,-36.95916667,-10.22583333
Azadirachta indica A. Juss.,Tree,-37.45444444,-10.49638889
Azadirachta indica A. Juss.,Tree,-37.02472222,-10.13972222
Azadirachta indica A. Juss.,Tree,-37.06444444,-10.02722222
Azadirachta indica A. Juss.,Tree,-37.92055556,-11.11694444
Azadirachta indica A. Juss.,Tree,-37.48638889,-10.17611111
Azadirachta indica A. Juss.,Tree,-37.61833333,-10.37694444
Azadirachta indica A. Juss.,Tree,-37.95361111,-11.36805556
Azadirachta indica A. Juss.,Tree,-37.58416667,-10.87333333
Azadirachta indica A. Juss.,Tree,-37.76361111,-11.36194444
Azadirachta indica A. Juss.,Tree,-37.31611111,-10.30527778
Azadirachta indica A. Juss.,Tree,-37.44916667,-10.35694444
Azadirachta indica A. Juss.,Tree,-37.65055556,-10.62833333
Azadirachta indica A. Juss.,Tree,-38.13111111,-10.77388889
Azadirachta indica A. Juss.,Tree,-37.58,-10.81333333
Azadirachta indica A. Juss.,Tree,-37.63277778,-9.814444444
Azadirachta indica A. Juss.,Tree,-37.50194444,-10.64277778
Azadirachta indica A. Juss.,Tree,-37.31055556,-10.31194444
Azadirachta indica A. Juss.,Tree,-37.65722222,-10.80916667
Azadirachta indica A. Juss.,Tree,-37.04666667,-10.1225
Azadirachta indica A. Juss.,Tree,-37.77111111,-10.56694444
Azadirachta indica A. Juss.,Tree,-38.18,-8.151111111
Azadirachta indica A. Juss.,Tree,-38.08972222,-7.896666667
Azadirachta indica A. Juss.,Tree,-38.18138889,-7.864722222
Azadirachta indica A. Juss.,Tree,-36.99777778,-9.156388889
Azadirachta indica A. Juss.,Tree,-37.15666667,-8.66
Azadirachta indica A. Juss.,Tree,-35.53027778,-8.115555556
Azadirachta indica A. Juss.,Tree,-35.78416667,-8.248055556
Azadirachta indica A. Juss.,Tree,-40.46222222,-7.692222222
Azadirachta indica A. Juss.,Tree,-35.95444444,-7.029166667
Azadirachta indica A. Juss.,Tree,-36.11444444,-7.078611111
Azadirachta indica A. Juss.,Tree,-36.05583333,-6.740277778
Azadirachta indica A. Juss.,Tree,-36.15222222,-6.539722222
Azadirachta indica A. Juss.,Tree,-36.01416667,-7.109444444
Azadirachta indica A. Juss.,Tree,-36.84583333,-6.613333333
Azadirachta indica A. Juss.,Tree,-36.68722222,-6.418055556
Azadirachta indica A. Juss.,Tree,-36.59638889,-6.543333333
Azadirachta indica A. Juss.,Tree,-37.20416667,-6.388611111
Azadirachta indica A. Juss.,Tree,-37.39777778,-6.543333333
Azadirachta indica A. Juss.,Tree,-38.52444444,-4.981666667
Azadirachta indica A. Juss.,Tree,-39.35694444,-4.943611111
Azadirachta indica A. Juss.,Tree,-39.54166667,-4.362222222
Azadirachta indica A. Juss.,Tree,-40.50083333,-9.398611111
Azadirachta indica A. Juss.,Tree,-41.38611111,-10.54444444
Azadirachta indica A. Juss.,Tree,-41.81527778,-10.97444444
Azadirachta indica A. Juss.,Tree,-42.00833333,-10.12944444
Azadirachta indica A. Juss.,Tree,-40.79027778,-10.65666667
Azadirachta indica A. Juss.,Tree,-41.0475,-9.461944444
Azadirachta indica A. Juss.,Tree,-37.70364,-4.526051
Azadirachta indica A. Juss.,Tree,-38.365005,-10.026058
Azadirachta indica A. Juss.,Tree,-39.30707,-6.359937
Azadirachta indica A. Juss.,Tree,-38.959157,-6.681811
Azadirachta indica A. Juss.,Tree,-38.960173,-6.681994
Azadirachta indica A. Juss.,Tree,-38.88817,-6.678421
Azadirachta indica A. Juss.,Tree,-38.888151,-6.678385
Azadirachta indica A. Juss.,Tree,-38.888124,-6.678433
Azadirachta indica A. Juss.,Tree,-38.959226,-6.679911
Azadirachta indica A. Juss.,Tree,-39.338667,-7.372111
Azadirachta indica A. Juss.,Tree,-36.7396,-9.6701
Azadirachta indica A. Juss.,Tree,-40.68,-6.3
Azadirachta indica A. Juss.,Tree,-37.8,-4.86
Azadirachta indica A. Juss.,Tree,-36.726111,-5.408333
Impatiens walleriana Hook. f.,Forb,-37.136944,-4.956111
Impatiens walleriana Hook. f.,Forb,-38.68560028,-3.89083004
Impatiens walleriana Hook. f.,Forb,-40.943056,-3.841944
Impatiens walleriana Hook. f.,Forb,-40.071333,-13.873028
Impatiens walleriana Hook. f.,Forb,-37.251222,-8.578188
Impatiens walleriana Hook. f.,Forb,-35.2725,-5.758888889
Impatiens walleriana Hook. f.,Forb,-38.68555556,-3.890833333
Impatiens walleriana Hook. f.,Forb,-38.550837,-3.749925
Impatiens walleriana Hook. f.,Forb,-38.595972,-3.71648
Impatiens walleriana Hook. f.,Forb,-38.577434,-3.799517
Impatiens walleriana Hook. f.,Forb,-38.595966,-3.716556
Impatiens walleriana Hook. f.,Forb,-38.286405,-4.02617
Impatiens walleriana Hook. f.,Forb,-40.9805,-3.713468
Impatiens walleriana Hook. f.,Forb,-38.619641,-3.847118
Impatiens walleriana Hook. f.,Forb,-38.601369,-3.760425
Impatiens walleriana Hook. f.,Forb,-36.8798,-6.247343
Impatiens walleriana Hook. f.,Forb,-38.564908,-3.805253
Impatiens walleriana Hook. f.,Forb,-35.273875,-5.757142
Impatiens walleriana Hook. f.,Forb,-38.595946,-3.716611
Impatiens walleriana Hook. f.,Forb,-38.997803,-4.305227
Impatiens walleriana Hook. f.,Forb,-40.322533,-3.680623
Impatiens walleriana Hook. f.,Forb,-38.588611,-3.775278
Impatiens walleriana Hook. f.,Forb,-38.934255,-4.261724
Impatiens walleriana Hook. f.,Forb,-38.482035,-4.108064
Impatiens walleriana Hook. f.,Forb,-35.2524,-5.756668
Impatiens walleriana Hook. f.,Forb,-40.778179,-3.908787
Impatiens walleriana Hook. f.,Forb,-41.859881,-11.307496
Impatiens walleriana Hook. f.,Forb,-36.765288,-5.305468
Impatiens walleriana Hook. f.,Forb,-35.278611,-5.733611
Impatiens walleriana Hook. f.,Forb,-36.156976,-6.484125
Impatiens walleriana Hook. f.,Forb,-36.433243,-8.516847
Impatiens walleriana Hook. f.,Forb,-38525,-3.829722
Impatiens walleriana Hook. f.,Forb,-39.58732,-3.683522
Impatiens walleriana Hook. f.,Forb,-37.262232,-8.069857
Impatiens walleriana Hook. f.,Forb,-38.506389,-3.931389
Impatiens walleriana Hook. f.,Forb,-38.593466,-3.821166
Impatiens walleriana Hook. f.,Forb,-38.668962,-3.713204
Impatiens walleriana Hook. f.,Forb,-40.247197,-2.933136
Impatiens walleriana Hook. f.,Forb,-36.641448,-6.427052
Impatiens walleriana Hook. f.,Forb,-40.486667,-9.436389
Impatiens walleriana Hook. f.,Forb,-36.712746,-8.363985
Impatiens walleriana Hook. f.,Forb,-39.312416,-11.781187
Impatiens walleriana Hook. f.,Forb,-38.889145,-3.563765
Impatiens walleriana Hook. f.,Forb,-39.016008,-11.658718
Impatiens walleriana Hook. f.,Forb,-35.283961,-5.928829
Impatiens walleriana Hook. f.,Forb,-40.450855,-3.569078
Impatiens walleriana Hook. f.,Forb,-38.623871,-3.758863
Impatiens walleriana Hook. f.,Forb,-36.477778,-8.874722
Impatiens walleriana Hook. f.,Forb,-37.784209,-4.841965
Impatiens walleriana Hook. f.,Forb,-38.612842,-3.756417
Impatiens walleriana Hook. f.,Forb,-38.669031,-3.817843
Impatiens walleriana Hook. f.,Forb,-36.155686,-6.487876
Impatiens walleriana Hook. f.,Forb,-40.816359,-4.500682
Impatiens walleriana Hook. f.,Forb,-42.161495,-12.937778
Impatiens walleriana Hook. f.,Forb,-40.320844,-11.529394
Impatiens walleriana Hook. f.,Forb,-35.256401,-5.752525
Impatiens walleriana Hook. f.,Forb,-38.712613,-4.349515
Impatiens walleriana Hook. f.,Forb,-38.548351,-3.768773
Impatiens walleriana Hook. f.,Forb,-41.910833,-11.761944
Impatiens walleriana Hook. f.,Forb,-43.937233,-14.756923
Impatiens walleriana Hook. f.,Forb,-36.469938,-6.093928
Impatiens walleriana Hook. f.,Forb,-35.433874,-5.634678
Impatiens walleriana Hook. f.,Forb,-40.545976,-9.396097
Impatiens walleriana Hook. f.,Forb,-38.466492,-4.177596
Impatiens walleriana Hook. f.,Forb,-35.930083,-7.223683
Impatiens walleriana Hook. f.,Forb,-39.40806,-7.234886
Impatiens walleriana Hook. f.,Forb,-35.53852,-8.197754
Impatiens walleriana Hook. f.,Forb,-37.672512,-4.557815
Impatiens walleriana Hook. f.,Forb,-39.366573,-7.494622
Impatiens walleriana Hook. f.,Forb,-35.53895,-8.197507
Impatiens walleriana Hook. f.,Forb,-35.918685,-7.252402
Impatiens walleriana Hook. f.,Forb,-38.938169,-12.287737
Impatiens walleriana Hook. f.,Forb,-35.253188,-5.881639
Impatiens walleriana Hook. f.,Forb,-38.936612,-12.253503
Impatiens walleriana Hook. f.,Forb,-38.946753,-4.246901
Impatiens walleriana Hook. f.,Forb,-40.850209,-5.209996
Impatiens walleriana Hook. f.,Forb,-36.514688,-6.245275
Impatiens walleriana Hook. f.,Forb,-39.584897,-3.504789
Impatiens walleriana Hook. f.,Forb,-40.351638,-3.673896
Impatiens walleriana Hook. f.,Forb,-38.591393,-3.829738
Impatiens walleriana Hook. f.,Forb,-40.351389,-3.686389
Impatiens walleriana Hook. f.,Forb,-41.746371,-2.904934
Impatiens walleriana Hook. f.,Forb,-38.027869,-5.155727
Impatiens walleriana Hook. f.,Forb,-41.746414,-2.90495
Impatiens walleriana Hook. f.,Forb,-37.744654,-6.337599
Impatiens walleriana Hook. f.,Forb,-41.766403,-13.76286
Impatiens walleriana Hook. f.,Forb,-39.520392,-3.539207
Impatiens walleriana Hook. f.,Forb,-38.551789,-3.834497
Impatiens walleriana Hook. f.,Forb,-37.741111,-6.343889
Impatiens walleriana Hook. f.,Forb,-41.754771,-2.909057
Impatiens walleriana Hook. f.,Forb,-37.827872,-10.747544
Impatiens walleriana Hook. f.,Forb,-39.520373,-3.539232
Impatiens walleriana Hook. f.,Forb,-35.90937,-7.239354
Impatiens walleriana Hook. f.,Forb,-38.612912,-3.756595
Impatiens walleriana Hook. f.,Forb,-38.614427,-3.892244
Impatiens walleriana Hook. f.,Forb,-37.277885,-7.033916
Impatiens walleriana Hook. f.,Forb,-35.300278,-6.345556
Impatiens walleriana Hook. f.,Forb,-36.50804,-8.896398
Impatiens walleriana Hook. f.,Forb,-40.537405,-9.385137
Impatiens walleriana Hook. f.,Forb,-39.426893,-7.236967
Impatiens walleriana Hook. f.,Forb,-40.919483,-3.856727
Impatiens walleriana Hook. f.,Forb,-40.91946,-3.856727
Impatiens walleriana Hook. f.,Forb,-38.216463,-11.309927
Impatiens walleriana Hook. f.,Forb,-36.709722,-6.143611
Impatiens walleriana Hook. f.,Forb,-35.259733,-5.735697
Impatiens walleriana Hook. f.,Forb,-40.697147,-3.981244
Impatiens walleriana Hook. f.,Forb,-39.426598,-7.237005
Impatiens walleriana Hook. f.,Forb,-40.0403,-13.870368
Impatiens walleriana Hook. f.,Forb,-35.635278,-6.760556
Impatiens walleriana Hook. f.,Forb,-41.370305,-13.007999
Impatiens walleriana Hook. f.,Forb,-35.544167,-8.2
Impatiens walleriana Hook. f.,Forb,-38.610335,-3.936042
Impatiens walleriana Hook. f.,Forb,-39.312048,-7.25885
Impatiens walleriana Hook. f.,Forb,-36.159668,-6.483502
Impatiens walleriana Hook. f.,Forb,-38.96027,-12.228945
Impatiens walleriana Hook. f.,Forb,-41.480552,-7.074032
Impatiens walleriana Hook. f.,Forb,-39.135199,-8.073115
Impatiens walleriana Hook. f.,Forb,-35.949176,-8.613028
Impatiens walleriana Hook. f.,Forb,-42.111842,-6.996297
Impatiens walleriana Hook. f.,Forb,-38.493041,-3.742052
Impatiens walleriana Hook. f.,Forb,-35.77732,-7.305273
Impatiens walleriana Hook. f.,Forb,-37.919464,-6.091407
Impatiens walleriana Hook. f.,Forb,-41.735278,-2.923056
Impatiens walleriana Hook. f.,Forb,-37.917987,-6.087396
Impatiens walleriana Hook. f.,Forb,-38.590278,-3.811111
Impatiens walleriana Hook. f.,Forb,-38.836467,-3.55371
Impatiens walleriana Hook. f.,Forb,-37.917963,-6.087315
Impatiens walleriana Hook. f.,Forb,-37.257226,-7.219524
Impatiens walleriana Hook. f.,Forb,-35.256013,-5.730983
Impatiens walleriana Hook. f.,Forb,-39.587598,-3.688012
Impatiens walleriana Hook. f.,Forb,-37.064444,-8.432222
Impatiens walleriana Hook. f.,Forb,-37.918004,-6.087147
Impatiens walleriana Hook. f.,Forb,-42.111879,-6.996374
Impatiens walleriana Hook. f.,Forb,-38.971706,-12.246473
Impatiens walleriana Hook. f.,Forb,-39.3475,-3.675556
Impatiens walleriana Hook. f.,Forb,-38.498016,-3.788442
Impatiens walleriana Hook. f.,Forb,-38.58988,-3.809954
Impatiens walleriana Hook. f.,Forb,-35.332778,-5.960556
Impatiens walleriana Hook. f.,Forb,-38.503326,-3.788268
Impatiens walleriana Hook. f.,Forb,-38.666636,-3.709115
Impatiens walleriana Hook. f.,Forb,-40.835642,-4.461366
Impatiens walleriana Hook. f.,Forb,-38.033056,-9.299722
Impatiens walleriana Hook. f.,Forb,-39.124444,-8.060278
Impatiens walleriana Hook. f.,Forb,-40.823889,-4.270833
Impatiens walleriana Hook. f.,Forb,-38.964459,-6.755513
Impatiens walleriana Hook. f.,Forb,-35.492205,-5.835434
Impatiens walleriana Hook. f.,Forb,-40.835666,-4.461421
Impatiens walleriana Hook. f.,Forb,-38.556231,-3.757082
Impatiens walleriana Hook. f.,Forb,-38.549194,-3.797095
Impatiens walleriana Hook. f.,Forb,-35.981386,-8.294928
Impatiens walleriana Hook. f.,Forb,-38.52345,-3.886649
Impatiens walleriana Hook. f.,Forb,-38.239528,-4.133627
Impatiens walleriana Hook. f.,Forb,-40.451633,-3.58525
Impatiens walleriana Hook. f.,Forb,-41.784914,-2.909148
Impatiens walleriana Hook. f.,Forb,-38.576686,-3.740642
Impatiens walleriana Hook. f.,Forb,-39.723583,-7.51202
Impatiens walleriana Hook. f.,Forb,-36.383631,-5.24507
Impatiens walleriana Hook. f.,Forb,-38.966945,-3.610917
Impatiens walleriana Hook. f.,Forb,-36.764707,-5.293216
Impatiens walleriana Hook. f.,Forb,-35.244897,-5.744034
Impatiens walleriana Hook. f.,Forb,-36.764767,-6.588209
Impatiens walleriana Hook. f.,Forb,-36.452311,-8.886114
Impatiens walleriana Hook. f.,Forb,-38.228573,-9.400304
Impatiens walleriana Hook. f.,Forb,-37.534151,-4.642784
Impatiens walleriana Hook. f.,Forb,-37.251111,-8.578056
Parkinsonia aculeata L.,Tree,-42.016667,-13.883333
Parkinsonia aculeata L.,Tree,-38.942778,-7.320556
Parkinsonia aculeata L.,Tree,-39.2928009,-5.199170113
Parkinsonia aculeata L.,Tree,-43.9322,-14.7558
Parkinsonia aculeata L.,Tree,-41.8558,-11.3042
Parkinsonia aculeata L.,Tree,-39.4817,-9.84139
Parkinsonia aculeata L.,Tree,-39.55,-10.66666
Parkinsonia aculeata L.,Tree,-43.67440033,-15.33829975
Parkinsonia aculeata L.,Tree,-37.15579987,-8.623060226
Parkinsonia aculeata L.,Tree,-38.5685997,-8.601110458
Parkinsonia aculeata L.,Tree,-40.405556,-7.2225
Parkinsonia aculeata L.,Tree,-39.83169937,-3.361670017
Parkinsonia aculeata L.,Tree,-37.344167,-5.1875
Parkinsonia aculeata L.,Tree,-37.798889,-5.664167
Parkinsonia aculeata L.,Tree,-36.762222,-5.288333
Parkinsonia aculeata L.,Tree,-37.905556,-6.212778
Parkinsonia aculeata L.,Tree,-36.908611,-5.576667
Parkinsonia aculeata L.,Tree,-37.716667,-6.075556
Parkinsonia aculeata L.,Tree,-37.520833,-5.458889
Parkinsonia aculeata L.,Tree,-37.097778,-6.458333
Parkinsonia aculeata L.,Tree,-37.383333,-6.158333
Parkinsonia aculeata L.,Tree,-41.15610123,-11.55000019
Parkinsonia aculeata L.,Tree,-38.33330154,-11.36670017
Parkinsonia aculeata L.,Tree,-41.66529846,-14.20359993
Parkinsonia aculeata L.,Tree,-41.313889,-9.416389
Parkinsonia aculeata L.,Tree,-42,-9
Parkinsonia aculeata L.,Tree,-38.2,-9.483333
Parkinsonia aculeata L.,Tree,-40.597778,-11.359167
Parkinsonia aculeata L.,Tree,-42.766667,-11.016667
Parkinsonia aculeata L.,Tree,-38.9,-9
Parkinsonia aculeata L.,Tree,-42.683333,-10.666667
Parkinsonia aculeata L.,Tree,-40.08359909,-13.85750008
Parkinsonia aculeata L.,Tree,-40.49860001,-9.411669731
Parkinsonia aculeata L.,Tree,-40.24250031,-14.14529991
Parkinsonia aculeata L.,Tree,-39.4817009,-9.841389656
Parkinsonia aculeata L.,Tree,-38.25469971,-9.338060379
Parkinsonia aculeata L.,Tree,-39.55,-10.666667
Parkinsonia aculeata L.,Tree,-40.183333,-10.2
Parkinsonia aculeata L.,Tree,-38.85,-11.15
Parkinsonia aculeata L.,Tree,-40.564444,-11.359167
Parkinsonia aculeata L.,Tree,-42.47499847,-14.06939983
Parkinsonia aculeata L.,Tree,-39.85359955,-10.69169998
Parkinsonia aculeata L.,Tree,-40.15670013,-4.331940174
Parkinsonia aculeata L.,Tree,-36.092778,-8.586944
Parkinsonia aculeata L.,Tree,-37.3775,-7.624444
Parkinsonia aculeata L.,Tree,-39.28,-9.024444
Parkinsonia aculeata L.,Tree,-40.97079849,-9.161939621
Parkinsonia aculeata L.,Tree,-35.33250046,-7.328609943
Parkinsonia aculeata L.,Tree,-35.97610092,-8.283329964
Parkinsonia aculeata L.,Tree,-42.69860077,-13.01939964
Parkinsonia aculeata L.,Tree,-39.09225,-4.963389
Parkinsonia aculeata L.,Tree,-40.5,-9.4
Parkinsonia aculeata L.,Tree,-38.948722,-4.949083
Parkinsonia aculeata L.,Tree,-38.21469879,-9.40610981
Parkinsonia aculeata L.,Tree,-38.7867012,-10.96310043
Parkinsonia aculeata L.,Tree,-41.61940002,-12.24860001
Parkinsonia aculeata L.,Tree,-36.82329941,-7.88888979
Parkinsonia aculeata L.,Tree,-43.14170074,-11.08940029
Parkinsonia aculeata L.,Tree,-42.14220047,-14.03470039
Parkinsonia aculeata L.,Tree,-40.21170044,-12.76720047
Parkinsonia aculeata L.,Tree,-38.97499847,-11.95829964
Parkinsonia aculeata L.,Tree,-36.7757988,-8.466389656
Parkinsonia aculeata L.,Tree,-37.27999878,-9.82833004
Parkinsonia aculeata L.,Tree,-39.25,-8.535278
Parkinsonia aculeata L.,Tree,-41.46689987,-7.07694006
Parkinsonia aculeata L.,Tree,-36.362778,-7.057222
Parkinsonia aculeata L.,Tree,-37.69029999,-8.540559769
Parkinsonia aculeata L.,Tree,-36.37110138,-8.145830154
Parkinsonia aculeata L.,Tree,-41.830472,-2.883806
Parkinsonia aculeata L.,Tree,-37.450278,-8.145278
Parkinsonia aculeata L.,Tree,-40.559167,-8.380556
Parkinsonia aculeata L.,Tree,-37.40890121,-6.01556015
Parkinsonia aculeata L.,Tree,-40.50080109,-9.398610115
Parkinsonia aculeata L.,Tree,-37.00329971,-9.970560074
Parkinsonia aculeata L.,Tree,-38.535278,-7.309167
Parkinsonia aculeata L.,Tree,-41.837444,-2.822083
Parkinsonia aculeata L.,Tree,-41.84059906,-13.64309978
Parkinsonia aculeata L.,Tree,-37.832453,-9.520783
Parkinsonia aculeata L.,Tree,-35.331722,-7.331672
Parkinsonia aculeata L.,Tree,-38.57435,-8.666667
Parkinsonia aculeata L.,Tree,-38.326331,-10.1
Parkinsonia aculeata L.,Tree,-39.31000137,-8.514169693
Parkinsonia aculeata L.,Tree,-42.2,-7.216667
Parkinsonia aculeata L.,Tree,-41.77669907,-2.904720068
Parkinsonia aculeata L.,Tree,-37.24530029,-9.378330231
Parkinsonia aculeata L.,Tree,-42.77,-11.02
Parkinsonia aculeata L.,Tree,-37.936147,-9.261356
Parkinsonia aculeata L.,Tree,-37.843056,-9.6075
Parkinsonia aculeata L.,Tree,-35.3325,-7.328611
Parkinsonia aculeata L.,Tree,-43.141389,-11.089444
Parkinsonia aculeata L.,Tree,-37.498056,-6.348611
Parkinsonia aculeata L.,Tree,-37.998056,-11.184167
Parkinsonia aculeata L.,Tree,-39.55,-10.6667
Parkinsonia aculeata L.,Tree,-37.688611,-9.805278
Parkinsonia aculeata L.,Tree,-37.534167,-10.549444
Parkinsonia aculeata L.,Tree,-42.69940186,-9.01527977
Parkinsonia aculeata L.,Tree,-37.722778,-10.567222
Parkinsonia aculeata L.,Tree,-38.183333,-10.708333
Parkinsonia aculeata L.,Tree,-37.789167,-9.66
Parkinsonia aculeata L.,Tree,-41.85580063,-11.30420017
Parkinsonia aculeata L.,Tree,-37.27999878,-7.024439812
Parkinsonia aculeata L.,Tree,-38.22809982,-6.759170055
Parkinsonia aculeata L.,Tree,-38.37250137,-5.106669903
Parkinsonia aculeata L.,Tree,-39.45439911,-4.052780151
Parkinsonia aculeata L.,Tree,-40.275556,-6.698333
Parkinsonia aculeata L.,Tree,-38.49779892,-4.300280094
Parkinsonia aculeata L.,Tree,-37.142667,-6.898694
Parkinsonia aculeata L.,Tree,-35.70750046,-7.54527998
Parkinsonia aculeata L.,Tree,-37.09389877,-7.290559769
Parkinsonia aculeata L.,Tree,-35.60440063,-7.280829906
Parkinsonia aculeata L.,Tree,-38.15029907,-7.304440022
Parkinsonia aculeata L.,Tree,-36.57780075,-7.068329811
Parkinsonia aculeata L.,Tree,-37.80170059,-6.770279884
Parkinsonia aculeata L.,Tree,-36.88000107,-7.67166996
Parkinsonia aculeata L.,Tree,-38.228056,-6.759444
Parkinsonia aculeata L.,Tree,-41.13779831,-7.35916996
Parkinsonia aculeata L.,Tree,-41.32249832,-6.942500114
Parkinsonia aculeata L.,Tree,-42.1310997,-7.025279999
Parkinsonia aculeata L.,Tree,-41.001028,-10.2095
Parkinsonia aculeata L.,Tree,-38.04219818,-7.479720116
Parkinsonia aculeata L.,Tree,-36.91859818,-6.872220039
Parkinsonia aculeata L.,Tree,-37.30889893,-7.162499905
Parkinsonia aculeata L.,Tree,-37.28,-7.024444
Parkinsonia aculeata L.,Tree,-37.78939819,-9.659999847
Parkinsonia aculeata L.,Tree,-39.411028,-6.403861
Parkinsonia aculeata L.,Tree,-40.311111,-3.688056
Parkinsonia aculeata L.,Tree,-38.72940063,-8.120280266
Parkinsonia aculeata L.,Tree,-39.19250107,-4.232220173
Parkinsonia aculeata L.,Tree,-38.2983017,-7.991940022
Parkinsonia aculeata L.,Tree,-36.0442009,-7.903059959
Parkinsonia aculeata L.,Tree,-40.34970093,-3.68611002
Parkinsonia aculeata L.,Tree,-40.2928009,-6.003059864
Parkinsonia aculeata L.,Tree,-39.29859924,-6.35943985
Parkinsonia aculeata L.,Tree,-38.708056,-9.241667
Parkinsonia aculeata L.,Tree,-37.83175,-9.5445
Parkinsonia aculeata L.,Tree,-38.211972,-8.652361
Parkinsonia aculeata L.,Tree,-38.384361,-8.792222
Parkinsonia aculeata L.,Tree,-37.83390045,-9.501939774
Parkinsonia aculeata L.,Tree,-37.75669861,-9.623609543
Parkinsonia aculeata L.,Tree,-37.8836111,-9.6322223
Parkinsonia aculeata L.,Tree,-38.95,-11.6
Parkinsonia aculeata L.,Tree,-41.85,-11.3
Parkinsonia aculeata L.,Tree,-37.850833,-5.798056
Parkinsonia aculeata L.,Tree,-36.883333,-7.883333
Parkinsonia aculeata L.,Tree,-38.966667,-12.25
Parkinsonia aculeata L.,Tree,-42.25,-11.633333
Parkinsonia aculeata L.,Tree,-42,-11.633333
Parkinsonia aculeata L.,Tree,-40.684167,-9.746667
Parkinsonia aculeata L.,Tree,-40.140556,-11.116944
Parkinsonia aculeata L.,Tree,-42.0108,-11.6408
Parkinsonia aculeata L.,Tree,-40.18,-10.2
Parkinsonia aculeata L.,Tree,-36.6575,-6.6881
Parkinsonia aculeata L.,Tree,-43.14,-11.08
Parkinsonia aculeata L.,Tree,-38.3908,-3.9017
Parkinsonia aculeata L.,Tree,-39.383333,-11.233333
Parkinsonia aculeata L.,Tree,-38.719444,-8.141667
Parkinsonia aculeata L.,Tree,-37.913333,-9.712222
Parkinsonia aculeata L.,Tree,-38.046389,-8.423333
Parkinsonia aculeata L.,Tree,-37.11999893,-7.88944006
Parkinsonia aculeata L.,Tree,-36.8266983,-7.207499981
Parkinsonia aculeata L.,Tree,-35.75469971,-7.833059788
Parkinsonia aculeata L.,Tree,-35.683333,-6.45
Parkinsonia aculeata L.,Tree,-39.359167,-8.2645
Parkinsonia aculeata L.,Tree,-42.08140182,-9.621669769
Parkinsonia aculeata L.,Tree,-35.53329849,-6.691669941
Parkinsonia aculeata L.,Tree,-35.49000168,-6.854720116
Parkinsonia aculeata L.,Tree,-39.37170029,-5.588059902
Parkinsonia aculeata L.,Tree,-37.945278,-9.640556
Parkinsonia aculeata L.,Tree,-36.444333,-8.137778
