species,lifeform,longitude,latitude
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.82833333,-9.496666667
Leucaena leucocephala (Lam.) de Wit.,Tree,-36.81777778,-10.05333333
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.19222222,-9.519722222
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.35472222,-9.1675
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.31055556,-9.654722222
Leucaena leucocephala (Lam.) de Wit.,Tree,-36.63111111,-9.416111111
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.43527778,-9.732777778
Leucaena leucocephala (Lam.) de Wit.,Tree,-38.00138889,-9.249444444
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.75861111,-9.599722222
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.29222222,-9.307777778
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.24833333,-9.363611111
Leucaena leucocephala (Lam.) de Wit.,Tree,-36.89611111,-10.11833333
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.38416667,-9.543888889
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.50027778,-9.356944444
Leucaena leucocephala (Lam.) de Wit.,Tree,-36.49694444,-9.648888889
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.01,-9.958333333
Leucaena leucocephala (Lam.) de Wit.,Tree,-38.29277778,-7.985277778
Leucaena leucocephala (Lam.) de Wit.,Tree,-35.59166667,-7.800277778
Leucaena leucocephala (Lam.) de Wit.,Tree,-39.57777778,-8.088611111
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.66888889,-5.198611111
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.40027778,-6.663055556
Leucaena leucocephala (Lam.) de Wit.,Tree,-38.06583333,-11.19416667
Leucaena leucocephala (Lam.) de Wit.,Tree,-41.38611111,-10.54444444
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.68333333,-10.91694444
Leucaena leucocephala (Lam.) de Wit.,Tree,-36.14361111,-6.638333333
Leucaena leucocephala (Lam.) de Wit.,Tree,-42.00833333,-10.12944444
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.79027778,-10.65666667
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.90416667,-10.00472222
Leucaena leucocephala (Lam.) de Wit.,Tree,-39.321264,-6.361847
Leucaena leucocephala (Lam.) de Wit.,Tree,-36.36119,-7.425699
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.510489,-7.386099
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.480907,-7.614365
Leucaena leucocephala (Lam.) de Wit.,Tree,-42.486749,-14.061809
Leucaena leucocephala (Lam.) de Wit.,Tree,-39.282118,-6.370933
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.769711,-4.559813
Leucaena leucocephala (Lam.) de Wit.,Tree,-39.428818,-3.958918
Leucaena leucocephala (Lam.) de Wit.,Tree,-39.429017,-3.958838
Leucaena leucocephala (Lam.) de Wit.,Tree,-39.429175,-3.958803
Leucaena leucocephala (Lam.) de Wit.,Tree,-38.463876,-3.798524
Leucaena leucocephala (Lam.) de Wit.,Tree,-35.797691,-7.315781
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.424222,-9.357166
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.076944,-13.863611
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.358505,-5.201935
Leucaena leucocephala (Lam.) de Wit.,Tree,-39.646911,-3.023974
Leucaena leucocephala (Lam.) de Wit.,Tree,-39.227867,-4.947556
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.83975,-5.197667
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.069167,-13.875847
Leucaena leucocephala (Lam.) de Wit.,Tree,-38.971444,-4.206833
Leucaena leucocephala (Lam.) de Wit.,Tree,-38.281556,-3.970528
Leucaena leucocephala (Lam.) de Wit.,Tree,-38.968889,-12.198889
Leucaena leucocephala (Lam.) de Wit.,Tree,-41.101111,-13.926111
Leucaena leucocephala (Lam.) de Wit.,Tree,-38.330278,-6.796944
Leucaena leucocephala (Lam.) de Wit.,Tree,-38.535278,-7.309167
Leucaena leucocephala (Lam.) de Wit.,Tree,-38.33,-6.796944
Leucaena leucocephala (Lam.) de Wit.,Tree,-41.376667,-12.563333
Leucaena leucocephala (Lam.) de Wit.,Tree,-41.3767,-12.5633
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.575111,-9.456611
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.359611,-8.07625
Leucaena leucocephala (Lam.) de Wit.,Tree,-38.883333,-12.366667
Leucaena leucocephala (Lam.) de Wit.,Tree,-39.901667,-12.929167
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.565277,-9.322138
Leucaena leucocephala (Lam.) de Wit.,Tree,-41.590833,-9.051666
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.469022,-9.405658
Leucaena leucocephala (Lam.) de Wit.,Tree,-39.459972,-8.549888
Leucaena leucocephala (Lam.) de Wit.,Tree,-39.459722,-8.549722
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.559455,-9.323547
Leucaena leucocephala (Lam.) de Wit.,Tree,-39.911667,-9.055556
Leucaena leucocephala (Lam.) de Wit.,Tree,-38.966667,-12.25
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.283333,-9.283333
Leucaena leucocephala (Lam.) de Wit.,Tree,-42.650833,-14.765278
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.785278,-11.059167
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.55025,-9.316916
Leucaena leucocephala (Lam.) de Wit.,Tree,-38.95,-4.300833
Leucaena leucocephala (Lam.) de Wit.,Tree,-36.092778,-8.586944
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.3275,-9.343611
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.344167,-5.1875
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.526166,-9.447888
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.526167,-8.447889
Leucaena leucocephala (Lam.) de Wit.,Tree,-36.061111,-7.076944
Leucaena leucocephala (Lam.) de Wit.,Tree,-39.4,-9.733333
Leucaena leucocephala (Lam.) de Wit.,Tree,-35.922222,-8.238333
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.9,-9.533333
Leucaena leucocephala (Lam.) de Wit.,Tree,-36.663958,-9.755569
Leucaena leucocephala (Lam.) de Wit.,Tree,-38.205434,-9.473454
Leucaena leucocephala (Lam.) de Wit.,Tree,-38.228056,-6.759444
Leucaena leucocephala (Lam.) de Wit.,Tree,-36.859378,-9.340025
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.716667,-6.075556
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.344167,-5.191944
Leucaena leucocephala (Lam.) de Wit.,Tree,-35.881111,-7.230833
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.95,-10.816667
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.95,-10.82
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.344444,-5.191944
Leucaena leucocephala (Lam.) de Wit.,Tree,-35.544722,-6.95
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.12360001,-6.573609829
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.2928009,-6.003059864
Leucaena leucocephala (Lam.) de Wit.,Tree,-39.40940094,-7.23416996
Leucaena leucocephala (Lam.) de Wit.,Tree,-39.29809952,-7.582499981
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.3442,-5.1875
Leucaena leucocephala (Lam.) de Wit.,Tree,-36.8647,-9.30528
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.7661,-6.15222
Leucaena leucocephala (Lam.) de Wit.,Tree,-38.35309982,-11.78439999
Leucaena leucocephala (Lam.) de Wit.,Tree,-43.71060181,-16.32439995
Leucaena leucocephala (Lam.) de Wit.,Tree,-38.2983017,-7.991940022
Leucaena leucocephala (Lam.) de Wit.,Tree,-42.270278,-6.810278
Leucaena leucocephala (Lam.) de Wit.,Tree,-41.77669907,-2.904720068
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.50080109,-9.398610115
Leucaena leucocephala (Lam.) de Wit.,Tree,-38.86220169,-6.401110172
Leucaena leucocephala (Lam.) de Wit.,Tree,-38.54309845,-3.717220068
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.08169937,-7.882500172
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.30690002,-12.52750015
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.92110062,-3.854439974
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.45500183,-3.541670084
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.27999878,-7.024439812
Leucaena leucocephala (Lam.) de Wit.,Tree,-35.49860001,-6.78000021
Leucaena leucocephala (Lam.) de Wit.,Tree,-38.63809967,-6.72028017
Leucaena leucocephala (Lam.) de Wit.,Tree,-35.54000092,-6.755000114
Leucaena leucocephala (Lam.) de Wit.,Tree,-36.7757988,-8.466389656
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.34420013,-5.1875
Leucaena leucocephala (Lam.) de Wit.,Tree,-39.94110107,-7.778329849
Leucaena leucocephala (Lam.) de Wit.,Tree,-35.97610092,-8.283329964
Leucaena leucocephala (Lam.) de Wit.,Tree,-37.12310028,-9.111390114
Leucaena leucocephala (Lam.) de Wit.,Tree,-38.22809982,-6.759170055
Leucaena leucocephala (Lam.) de Wit.,Tree,-36.86470032,-9.305279732
Leucaena leucocephala (Lam.) de Wit.,Tree,-35.69169998,-6.963329792
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.49829865,-7.576109886
Leucaena leucocephala (Lam.) de Wit.,Tree,-36.85499954,-5.498330116
Leucaena leucocephala (Lam.) de Wit.,Tree,-35.20970154,-7.249720097
Leucaena leucocephala (Lam.) de Wit.,Tree,-40.14889908,-7.651939869
Nicotiana glauca Graham,Shrub,-36.879369,-7.231975
Nicotiana glauca Graham,Shrub,-39.44286,-4.661003
Nicotiana glauca Graham,Shrub,-36.719725,-8.51965
Nicotiana glauca Graham,Shrub,-40.833333,-9.683333
Nicotiana glauca Graham,Shrub,-38.149474,-9.104566
Nicotiana glauca Graham,Shrub,-36.478652,-8.888615
Nicotiana glauca Graham,Shrub,-36.353051,-7.436439
Nicotiana glauca Graham,Shrub,-41.956458,-11.419585
Nicotiana glauca Graham,Shrub,-36.782109,-8.954902
Nicotiana glauca Graham,Shrub,-36.482807,-8.796906
Nicotiana glauca Graham,Shrub,-35.752105,-8.214232
Nicotiana glauca Graham,Shrub,-37.204833,-8.058294
Nicotiana glauca Graham,Shrub,-37.211111,-8.058056
Nicotiana glauca Graham,Shrub,-36.159943,-6.495913
Nicotiana glauca Graham,Shrub,-40.2,-5.325833
Nicotiana glauca Graham,Shrub,-36.760204,-8.843715
Nicotiana glauca Graham,Shrub,-40.071222,-13.872778
Nicotiana glauca Graham,Shrub,-36.600278,-6.403333
Nicotiana glauca Graham,Shrub,-39,-9
Nicotiana glauca Graham,Shrub,-37.789358,-9.672056
Nicotiana glauca Graham,Shrub,-39.556111,-10.208333
Nicotiana glauca Graham,Shrub,-37.796667,-8.502778
Nicotiana glauca Graham,Shrub,-41.035556,-12.145556
Nicotiana glauca Graham,Shrub,-41.381944,-11.1325
Nicotiana glauca Graham,Shrub,-38.118611,-8.3925
Nicotiana glauca Graham,Shrub,-36.6425,-6.706944
Nicotiana glauca Graham,Shrub,-36.6425,-6.740278
Nicotiana glauca Graham,Shrub,-38.5302,-9.450386
Nicotiana glauca Graham,Shrub,-36.823333,-7.888889
Nicotiana glauca Graham,Shrub,-39.583333,-8.475833
Nicotiana glauca Graham,Shrub,-36.361944,-7.058056
Nicotiana glauca Graham,Shrub,-40.266667,-9.283333
Nicotiana glauca Graham,Shrub,-38.510472,-8.363555
Nicotiana glauca Graham,Shrub,-37.265258,-8.192361
Nicotiana glauca Graham,Shrub,-37.209475,-8.338977
Nicotiana glauca Graham,Shrub,-37.189738,-8.47008
Nicotiana glauca Graham,Shrub,-38.984672,-7.979969
Nicotiana glauca Graham,Shrub,-39.042269,-7.967777
Nicotiana glauca Graham,Shrub,-39.08075,-7.924083
Nicotiana glauca Graham,Shrub,-37.428111,-8.120555
Nicotiana glauca Graham,Shrub,-37.822433,-8.896947
Nicotiana glauca Graham,Shrub,-36.603889,-6.424444
Nicotiana glauca Graham,Shrub,-39.794589,-4.575289
Nicotiana glauca Graham,Shrub,-37.475333,-8.136916
Nicotiana glauca Graham,Shrub,-39.783333,-4.566667
Nicotiana glauca Graham,Shrub,-39.769166,-7.990416
Nicotiana glauca Graham,Shrub,-39.896416,-8.228305
Nicotiana glauca Graham,Shrub,-39.907888,-7.962361
Nicotiana glauca Graham,Shrub,-39.58275,-7.891277
Nicotiana glauca Graham,Shrub,-38.372666,-8.626361
Nicotiana glauca Graham,Shrub,-38.527527,-8.203972
Nicotiana glauca Graham,Shrub,-37.952333,-8.515388
Nicotiana glauca Graham,Shrub,-39.328527,-8.228111
Nicotiana glauca Graham,Shrub,-39.600833,-8.561583
Nicotiana glauca Graham,Shrub,-39.328528,-8.228111
Nicotiana glauca Graham,Shrub,-38.494383,-8.718994
Nicotiana glauca Graham,Shrub,-39.731083,-7.210583
Nicotiana glauca Graham,Shrub,-38.687472,-8.791555
Nicotiana glauca Graham,Shrub,-38.152638,-8.642861
Nicotiana glauca Graham,Shrub,-37.644888,-8.477805
Nicotiana glauca Graham,Shrub,-38.504777,-8.524583
Nicotiana glauca Graham,Shrub,-37.873555,-8.510277
Nicotiana glauca Graham,Shrub,-37.274083,-8.03375
Nicotiana glauca Graham,Shrub,-39.935555,-9.082222
Nicotiana glauca Graham,Shrub,-37.786777,-8.332055
Nicotiana glauca Graham,Shrub,-39.331797,-8.232097
Nicotiana glauca Graham,Shrub,-37.476444,-8.137138
Nicotiana glauca Graham,Shrub,-38.384361,-8.792222
Nicotiana glauca Graham,Shrub,-37.624222,-8.165444
Nicotiana glauca Graham,Shrub,-41.6,-13.383333
Nicotiana glauca Graham,Shrub,-37.130556,-7.837139
Nicotiana glauca Graham,Shrub,-37.130555,-7.837138
Nicotiana glauca Graham,Shrub,-39.471667,-9.485278
Nicotiana glauca Graham,Shrub,-39.306444,-8.364333
Nicotiana glauca Graham,Shrub,-38.072111,-8.449222
Nicotiana glauca Graham,Shrub,-37.617666,-8.062555
Nicotiana glauca Graham,Shrub,-37.669972,-8.133555
Nicotiana glauca Graham,Shrub,-37.083056,-9.719444
Nicotiana glauca Graham,Shrub,-38.897138,-7.641194
Nicotiana glauca Graham,Shrub,-40.6525,-9.562222
Nicotiana glauca Graham,Shrub,-37.575833,-8.163638
Nicotiana glauca Graham,Shrub,-38.88,-8.869722
Nicotiana glauca Graham,Shrub,-38.923333,-8.881389
Nicotiana glauca Graham,Shrub,-37.003611,-9.971111
Nicotiana glauca Graham,Shrub,-37.625138,-8.124694
Nicotiana glauca Graham,Shrub,-37.862778,-10.686389
Nicotiana glauca Graham,Shrub,-38.441328,-11.150933
Nicotiana glauca Graham,Shrub,-37.359917,-8.064944
Nicotiana glauca Graham,Shrub,-37.359916,-8.064944
Nicotiana glauca Graham,Shrub,-36.896111,-8.587083
Nicotiana glauca Graham,Shrub,-36.898222,-7.470556
Nicotiana glauca Graham,Shrub,-40.936694,-8.478694
Nicotiana glauca Graham,Shrub,-38.536667,-8.231667
Nicotiana glauca Graham,Shrub,-38.321111,-8.135278
Nicotiana glauca Graham,Shrub,-39.4,-9.733333
Nicotiana glauca Graham,Shrub,-38.536667,-8.731667
Nicotiana glauca Graham,Shrub,-35.922222,-8.238333
Nicotiana glauca Graham,Shrub,-35.881111,-7.230833
Nicotiana glauca Graham,Shrub,-37.435278,-9.749444
Nicotiana glauca Graham,Shrub,-37.731025,-10.259383
Nicotiana glauca Graham,Shrub,-35.660556,-6.445556
Nicotiana glauca Graham,Shrub,-36.272222,-7.390833
Nicotiana glauca Graham,Shrub,-37.756667,-9.601944
Nicotiana glauca Graham,Shrub,-37.67667,-9.52389
Nicotiana glauca Graham,Shrub,-37.676667,-9.523889
Nicotiana glauca Graham,Shrub,-37.969722,-9.651389
Nicotiana glauca Graham,Shrub,-41.432778,-11.012778
Nicotiana glauca Graham,Shrub,-36.061111,-7.076944
Nicotiana glauca Graham,Shrub,-39.766667,-12.7
Nicotiana glauca Graham,Shrub,-36.5,-7.25
Nicotiana glauca Graham,Shrub,-36.287222,-7.489167
Nicotiana glauca Graham,Shrub,-37.998889,-9.385833
Nicotiana glauca Graham,Shrub,-38.674653,-9.649861
Nicotiana glauca Graham,Shrub,-39.716667,-10.666667
Nicotiana glauca Graham,Shrub,-35.87,-7.77
Nicotiana glauca Graham,Shrub,-35.866667,-7.766667
Nicotiana glauca Graham,Shrub,-35.916667,-7.216667
Nicotiana glauca Graham,Shrub,-35.883333,-7.766667
Nicotiana glauca Graham,Shrub,-35.86666,-7.76666
Nicotiana glauca Graham,Shrub,-36.370833,-8.145833
Nicotiana glauca Graham,Shrub,-36.3705174,-8.1493415
Nicotiana glauca Graham,Shrub,-40.156661,-4.3353312
Nicotiana glauca Graham,Shrub,-36.88,-7.88
Nicotiana glauca Graham,Shrub,-36.883333,-7.883333
Nicotiana glauca Graham,Shrub,-40.156667,-4.331944
Nicotiana glauca Graham,Shrub,-42.266667,-14.233333
Nicotiana glauca Graham,Shrub,-42.066667,-11.716667
Nicotiana glauca Graham,Shrub,-42.666667,-11.716667
Nicotiana glauca Graham,Shrub,-41.2,-10.82
Nicotiana glauca Graham,Shrub,-41.2,-10.81667
Nicotiana glauca Graham,Shrub,-41.2,-10.816667
Nicotiana glauca Graham,Shrub,-41.48333,-14.16667
Nicotiana glauca Graham,Shrub,-41.48,-14.17
Nicotiana glauca Graham,Shrub,-41.659587,-14.212133
Nicotiana glauca Graham,Shrub,-40.05,-9.8
Nicotiana glauca Graham,Shrub,-37.248333,-9.370278
Nicotiana glauca Graham,Shrub,-37.423147,-9.617808
Nicotiana glauca Graham,Shrub,-38.675556,-9.657222
Nicotiana glauca Graham,Shrub,-37.998889,-9.409444
Nicotiana glauca Graham,Shrub,-38.674653,-9.693078
Nicotiana glauca Graham,Shrub,-37.999167,-9.388611
Nicotiana glauca Graham,Shrub,-42,-11
Nicotiana glauca Graham,Shrub,-38.2142352,-9.4096765
Nicotiana glauca Graham,Shrub,-38.271275,-9.381508
Nicotiana glauca Graham,Shrub,-37.7325,-10.271111
Nicotiana glauca Graham,Shrub,-38.223628,-10.453086
Nicotiana glauca Graham,Shrub,-37.83,-9.422778
Nicotiana glauca Graham,Shrub,-38.383342,-9.708094
Nicotiana glauca Graham,Shrub,-37.471944,-9.393611
Nicotiana glauca Graham,Shrub,-37.788889,-9.66
Nicotiana glauca Graham,Shrub,-35.966667,-6.4
Nicotiana glauca Graham,Shrub,-40.5008,-9.39861
Nicotiana glauca Graham,Shrub,-40.500556,-9.398611
Nicotiana glauca Graham,Shrub,-40.5005827,-9.4021768
Nicotiana glauca Graham,Shrub,-39.730833,-5.126111
Nicotiana glauca Graham,Shrub,-40.219336,-5.216836
Nicotiana glauca Graham,Shrub,-36.75,-6.916667
Nicotiana glauca Graham,Shrub,-41.46,-11.69
Nicotiana glauca Graham,Shrub,-42.55,-10.88
Nicotiana glauca Graham,Shrub,-42.55,-10.883333
Nicotiana glauca Graham,Shrub,-39.3747,-11.2558
Nicotiana glauca Graham,Shrub,-39.72,-10.67
Nicotiana glauca Graham,Shrub,-39.71666,-10.66666
Nicotiana glauca Graham,Shrub,-40.5,-9.5
Nicotiana glauca Graham,Shrub,-36.6572366,-6.6916008
Nicotiana glauca Graham,Shrub,-36.6575,-6.688056
Nicotiana glauca Graham,Shrub,-38.0133,-4.93968
Nicotiana glauca Graham,Shrub,-40.083611,-13.8575
Nicotiana glauca Graham,Shrub,-40.05,-7.9
Nicotiana glauca Graham,Shrub,-38.214722,-9.406111
Nicotiana glauca Graham,Shrub,-37.213056,-9.601944
Nicotiana glauca Graham,Shrub,-41.65,-14.21
Nicotiana glauca Graham,Shrub,-41.2,-10.81
Nicotiana glauca Graham,Shrub,-40.566667,-5.85
Nicotiana glauca Graham,Shrub,-38.214444,-9.406111
Nicotiana glauca Graham,Shrub,-41.483333,-14.166667
Azadirachta indica A. Juss.,Tree,-36.05939865,-8.489720345
Azadirachta indica A. Juss.,Tree,-36.663958,-9.755569
Azadirachta indica A. Juss.,Tree,-37.133333,-5.535194
Azadirachta indica A. Juss.,Tree,-37.261944,-8.180833
Azadirachta indica A. Juss.,Tree,-37.27999878,-7.024439812
Azadirachta indica A. Juss.,Tree,-37.31140137,-7.602220058
Azadirachta indica A. Juss.,Tree,-37.344167,-5.1875
Azadirachta indica A. Juss.,Tree,-37.344444,-5.191944
Azadirachta indica A. Juss.,Tree,-37.74670029,-6.34389019
Azadirachta indica A. Juss.,Tree,-37.799944,-4.86
Azadirachta indica A. Juss.,Tree,-37.98001,-7.020015
Azadirachta indica A. Juss.,Tree,-38.116667,-6
Azadirachta indica A. Juss.,Tree,-38.281556,-3.970528
Azadirachta indica A. Juss.,Tree,-38.45059967,-3.890000105
Azadirachta indica A. Juss.,Tree,-38.48329926,-11.23330021
Azadirachta indica A. Juss.,Tree,-38.517361,-7.037361
Azadirachta indica A. Juss.,Tree,-38.54309845,-3.717220068
Azadirachta indica A. Juss.,Tree,-38.551717,-3.785844
Azadirachta indica A. Juss.,Tree,-38.61470032,-10.57689953
Azadirachta indica A. Juss.,Tree,-38.752222,-3.621667
Azadirachta indica A. Juss.,Tree,-38.792778,-7.535278
Azadirachta indica A. Juss.,Tree,-38.929431,-4.320444
Azadirachta indica A. Juss.,Tree,-39.01530075,-4.971389771
Azadirachta indica A. Juss.,Tree,-39.28279877,-11.56389999
Azadirachta indica A. Juss.,Tree,-39.332306,-7.177222
Azadirachta indica A. Juss.,Tree,-39.40940094,-7.23416996
Azadirachta indica A. Juss.,Tree,-39.414722,-7.238389
Azadirachta indica A. Juss.,Tree,-39.425397,-6.869717
Azadirachta indica A. Juss.,Tree,-39.427056,-7.241056
Azadirachta indica A. Juss.,Tree,-39.43719864,-3.580830097
Azadirachta indica A. Juss.,Tree,-39.45,-7.266667
Azadirachta indica A. Juss.,Tree,-39.76139832,-6.684440136
Azadirachta indica A. Juss.,Tree,-40.08169937,-7.882500172
Azadirachta indica A. Juss.,Tree,-40.08359909,-13.85750008
Azadirachta indica A. Juss.,Tree,-40.203833,-13.219833
Azadirachta indica A. Juss.,Tree,-40.283333,-9.283333
Azadirachta indica A. Juss.,Tree,-40.2928009,-6.003059864
Azadirachta indica A. Juss.,Tree,-40.37609863,-7.074440002
Azadirachta indica A. Juss.,Tree,-40.424222,-9.357166
Azadirachta indica A. Juss.,Tree,-40.49860001,-9.411669731
Azadirachta indica A. Juss.,Tree,-40.50080109,-9.398610115
Azadirachta indica A. Juss.,Tree,-40.514483,-9.576444
Azadirachta indica A. Juss.,Tree,-40.526166,-9.447888
Azadirachta indica A. Juss.,Tree,-40.580666,-9.466555
Azadirachta indica A. Juss.,Tree,-40.61640167,-7.088059902
Azadirachta indica A. Juss.,Tree,-40.67750168,-5.178329945
Azadirachta indica A. Juss.,Tree,-40.679975,-6.300014
Azadirachta indica A. Juss.,Tree,-40.857308,-2.879978
Azadirachta indica A. Juss.,Tree,-40.988222,-5.193722
Azadirachta indica A. Juss.,Tree,-41.33610153,-2.927779913
Azadirachta indica A. Juss.,Tree,-41.46689987,-7.07694006
Azadirachta indica A. Juss.,Tree,-41.55749893,-3.471940041
Azadirachta indica A. Juss.,Tree,-41.66690063,-2.879169941
Azadirachta indica A. Juss.,Tree,-41.6765,-2.930306
Azadirachta indica A. Juss.,Tree,-41.748194,-3.017431
Azadirachta indica A. Juss.,Tree,-41.756556,-2.9115
Azadirachta indica A. Juss.,Tree,-41.761861,-2.926444
Azadirachta indica A. Juss.,Tree,-41.77669907,-2.904720068
Azadirachta indica A. Juss.,Tree,-41.804333,-2.843361
Azadirachta indica A. Juss.,Tree,-42.672467,-6.974267
Azadirachta indica A. Juss.,Tree,-43.072222,-8.151944
Azadirachta indica A. Juss.,Tree,-43.133333,-11.816667
Azadirachta indica A. Juss.,Tree,-43.1997222,-12.24
Azadirachta indica A. Juss.,Tree,-38.14944444,-5.465277778
Azadirachta indica A. Juss.,Tree,-38.02694444,-5.252222222
Azadirachta indica A. Juss.,Tree,-38.68277778,-3.7675
Azadirachta indica A. Juss.,Tree,-39.42388889,-3.675555556
Azadirachta indica A. Juss.,Tree,-39.45333333,-3.296388889
Azadirachta indica A. Juss.,Tree,-39.66916667,-3.192777778
Azadirachta indica A. Juss.,Tree,-40.05361111,-4.111944444
Azadirachta indica A. Juss.,Tree,-41.11638889,-3.594722222
Azadirachta indica A. Juss.,Tree,-40.93222222,-3.553333333
Azadirachta indica A. Juss.,Tree,-40.98916667,-3.961388889
Azadirachta indica A. Juss.,Tree,-40.89805556,-3.896111111
Azadirachta indica A. Juss.,Tree,-40.77638889,-4.274444444
Azadirachta indica A. Juss.,Tree,-40.65222222,-4.444722222
Azadirachta indica A. Juss.,Tree,-39.28694444,-4.376666667
Azadirachta indica A. Juss.,Tree,-38.85444444,-5.011944444
Azadirachta indica A. Juss.,Tree,-39.09555556,-5.396944444
Azadirachta indica A. Juss.,Tree,-37.34555556,-4.915277778
Azadirachta indica A. Juss.,Tree,-37.42,-4.826666667
Azadirachta indica A. Juss.,Tree,-37.8775,-4.518055556
Azadirachta indica A. Juss.,Tree,-38.21694444,-4.253611111
Azadirachta indica A. Juss.,Tree,-38.25777778,-3.997777778
Azadirachta indica A. Juss.,Tree,-39.20944444,-3.297777778
Azadirachta indica A. Juss.,Tree,-40.7975,-2.915277778
Azadirachta indica A. Juss.,Tree,-40.02666667,-5.973333333
Azadirachta indica A. Juss.,Tree,-40.48666667,-5.256666667
Azadirachta indica A. Juss.,Tree,-40.1775,-5.200555556
Azadirachta indica A. Juss.,Tree,-40.40888889,-4.728333333
Azadirachta indica A. Juss.,Tree,-39.67472222,-7.0325
Azadirachta indica A. Juss.,Tree,-39.79472222,-7.091111111
Azadirachta indica A. Juss.,Tree,-39.39916667,-7.358055556
Azadirachta indica A. Juss.,Tree,-39.97388889,-9.695555556
Azadirachta indica A. Juss.,Tree,-39.12361111,-7.261944444
Azadirachta indica A. Juss.,Tree,-38.89888889,-7.608888889
Azadirachta indica A. Juss.,Tree,-38.70611111,-6.940833333
Azadirachta indica A. Juss.,Tree,-38.91722222,-6.97
Azadirachta indica A. Juss.,Tree,-39.15861111,-6.392222222
Azadirachta indica A. Juss.,Tree,-38.65666667,-6.565833333
Azadirachta indica A. Juss.,Tree,-38.51222222,-6.003888889
Azadirachta indica A. Juss.,Tree,-38.58111111,-5.4575
Azadirachta indica A. Juss.,Tree,-38.06305556,-5.005277778
Azadirachta indica A. Juss.,Tree,-38.24138889,-5.245833333
Azadirachta indica A. Juss.,Tree,-37.86166667,-5.526666667
Azadirachta indica A. Juss.,Tree,-38.20527778,-6.199444444
Azadirachta indica A. Juss.,Tree,-37.19611111,-5.299166667
Azadirachta indica A. Juss.,Tree,-36.18277778,-5.548611111
Azadirachta indica A. Juss.,Tree,-35.34222222,-6.003611111
Azadirachta indica A. Juss.,Tree,-35.24027778,-6.104722222
Azadirachta indica A. Juss.,Tree,-35.23277778,-6.521666667
Azadirachta indica A. Juss.,Tree,-37.06583333,-6.398888889
Azadirachta indica A. Juss.,Tree,-38.70861111,-3.968611111
Azadirachta indica A. Juss.,Tree,-35.71166667,-6.848888889
Azadirachta indica A. Juss.,Tree,-35.79583333,-7.113055556
Azadirachta indica A. Juss.,Tree,-35.86444444,-7.234166667
Azadirachta indica A. Juss.,Tree,-41.44138889,-7.176666667
